Job Position;Company;Location;Salary;Job Type;Days_Since_Posted;Link;Description
Data Support (Medan);PT Depoguna Bangunan Online;Medan, Sumatera Utara;N/A;Full time;15;https://www.jobstreet.co.id/id/job/84867517?type=standard&ref=search-standalone&origin=jobCard#sol=a7328883cf2a1bea019e8254ffb67cf6fc12a21c;"Kualifikasi:
Berpengalaman min. 2 th di bidang Project support, terbiasa memahami proses yang berjalan.
Berpengalaman melakukan support pelaksanaan project mulai dari data setting, mapping data, pengecekan integrasi data ke system sampai dengan sosialisasi event terlaksana.
Berpengalaman dalam menangani masalah dan perubahan-perubahan yang terkait dengan aktivitasnya secara tepat sehingga isu-isu yang ada tersebut dapat terselesaikan.
Berpengalaman dalam melakukan monitoring terhadap fitur/proses yang berjalan pada project.
Terbiasa dalam menyediakan laporan-laporan terkait yang dibutuhkan oleh manajemen."
Senior Data Analyst (Risk and Collection);PT Sejahtera Sama Kita;Jakarta Selatan, Jakarta Raya;N/A;Kontrak/Temporer;4;https://www.jobstreet.co.id/id/job/85108414?type=standard&ref=search-standalone&origin=jobCard#sol=bbcf7823b61b64be374dead5c756fca9d3a7d89f;"Job Summary
We are seeking a Senior Data Analyst focusing on Collection department to enhance the efficiency and transparency of our collection processes, agent productivity, and vendor-managed collections. This role is responsible for analyzing delinquency trends, tracking agent activities, and optimizing collection strategies—without requiring additional system investments at this stage.
Job Descriptions
:
1. Collection Data Analysis & Performance Tracking
Generate comprehensive reports on collection activities, recovery rates, and aged debt to support management decisions.
Develop manual tracking systems to log agent activity and improve operational visibility.
Conduct deep analysis of collection data to identify trends, inefficiencies, and opportunities for process improvements.
Provide insights on delinquency trends, payment behaviors, and overall collection effectiveness.
Create structured reports and dashboards to assist management in data-driven decision-making.
2. Collection Strategy Optimization
Evaluate and optimize collection processes to improve efficiency and maximize recovery rates.
Assess the effectiveness of different contact strategies, follow-up cadences, and segmentation approaches.
Identify gaps in early delinquency intervention and propose solutions to enhance recoveries.
Recommend enhancements to policies, procedures, and technologies to minimize delinquencies.
Collaborate with risk and operations teams to refine collection policies based on data-driven insights.
3. Vendor Management & Oversight
Establish visibility over third-party collection agents, ensuring full accountability beyond performance results.
Develop a framework for tracking and assessing vendor-managed agents’ activities.
Analyze vendor effectiveness, compliance, and efficiency, providing recommendations for improvement.
Coordinate with external collection agencies or vendors to optimize recovery processes while ensuring compliance with company policies.
Align collection strategies with internal business objectives to enhance overall efficiency.
Requirements
:
Bachelor’s degree in Finance, Business Administration, Economics, Statistics, Data Science, or a related field.
Minimum of 4-7 years in collections, credit risk management, or data analytics within fintech, banking, or financial services.
Proficiency in Excel (pivot tables, advanced formulas) for data manipulation and reporting.
Experience with SQL, Power BI, Tableau, or other data visualization tools for generating reports and insights.
Familiarity with banking-specific CRM systems or other customer relationship management tools.
Experience analyzing large datasets to track payment trends, collections performance, and customer behaviors.
Strong communication skills for preparing reports and coordinating with stakeholders.
Strong analytical and problem-solving skills to identify inefficiencies and recommend improvements.
Ability to manage multiple cases, prioritize tasks, and meet reporting deadlines."
Project Improvement System;PT Tambang Sulawesi Hijau;Jakarta Utara, Jakarta Raya;N/A;Full time;1;https://www.jobstreet.co.id/id/job/85194015?type=standard&ref=search-standalone&origin=jobCard#sol=2e5357fe80aefe317654a37a3f061b5044b3e3c1;"WE ARE PART OF PANCARAN GROUP
 
Kualifikasi:
Pendidikan minimal S1 di bidang Teknik Informatika atau Sistem Informasi.
Berpengalaman minimal 2 tahun sebagai System Analyst atau Business Analyst.
Memiliki pengalaman dalam peningkatan proses menggunakan SAP atau sistem open source.
Tugas dan tanggung jawab:
Menganalisis proses bisnis dan mengimplementasikannya dalam pengembangan sistem.
Menganalisis data dan informasi terkait sistem untuk meningkatkan efektivitas operasional.
Mengontrol dan mengevaluasi setiap proyek, serta memberikan laporan perkembangan proyek secara berkala dan berjalan sesuai target.
Membuat desain sistem yang efektif dan efisien untuk mendukung kelancaran operasional.
Komunikasi lintas departemen untuk memahami kebutuhan dan kendala operasional yang memerlukan improvement dan memberikan pelatihan serta sosialisasi kepada karyawan terkait sistem dan prosedur improvement.
Penempatan: Head Office, Kelapa Gading"
Customer Service Data Analyst;PT Coway International Indonesia;Jakarta Selatan, Jakarta Raya;Rp 6.000.000 – Rp 8.500.000 per month;Full time;9;https://www.jobstreet.co.id/id/job/84995153?type=standard&ref=search-standalone&origin=jobCard#sol=5b6a988ce717b4515a99faa2853f485eceac5b69;"Job Description:
Support Team Leader in developing SOP and operational customer service department, of which includes:
- Guidelines for each task in Customer Service Division
- Monitoring SOP implementation in Customer Service Division
- Review SOP actualization for improvement
- Review warranty card to ensure and maintain service quality
Support Team Leader in evaluate After Service, Product Return, and Product exchange implementation.
Support Team Leader in preparing time plan and improve ability of each branch by paying attention to every planning.
HQ & Branch Operation monitoring and support.
Handling Monthly Report.
Adhoc Analysis or Reporting Requested by Team Leader.
Job Requirements:
Minimum Bachelor Degree. 
Minimum 1-3  years of experience in the field of electrical or home appliances.
Strong data analysis skills.
Solid understanding of customer service, end-to-end operational processes, and analytical methodologies.
Excellent interpersonal and communication skills, with a positive attitude.
Proficiency in English is preferred.
Capable of working both independently and collaboratively in a team.
Ability to manage multiple tasks simultaneously, with strong organizational and time-management skills.
Proficient in using Microsoft PowerPoint, Word, and Excel for effective work output."
Analyst Sustainability Strategy;HuntHire;Jakarta Pusat, Jakarta Raya;N/A;Full time;6;https://www.jobstreet.co.id/id/job/85076409?type=standard&ref=search-standalone&origin=jobCard#sol=f372b9421eafbcaa9a39c0df5229b2fe3ab3a795;"We are looking for an 
Analyst Sustainability Strategy
 to join our client company to support the company’s sustainability efforts, especially in reaching Net Zero Emission targets. This role helps plan and monitor sustainability strategies and ensures that environmental and social goals are part of our daily operations.
Key Responsibilities:
Proven work experience in the field of Sustainability and/or Environmental, Social, and Governance (ESG).
Strong understanding of sustainability frameworks, ESG principles, and regulatory requirements.
Experience in developing or supporting sustainability strategies, roadmaps, or reporting.
Familiarity with Net Zero Emission targets and related environmental initiatives.
Requirements:
Proven work experience in the field of Sustainability and/or Environmental, Social, and Governance (ESG).
Bachelor’s degree in Business/Management, Engineering, or Public Health."
IT Data Management (Data Base Administrator) Specialist;PT Bussan Auto Finance (BAF);Jakarta Selatan, Jakarta Raya;N/A;Full time;7;https://www.jobstreet.co.id/id/job/85063723?type=standard&ref=search-standalone&origin=jobCard#sol=dc34f57470f19ce28ff40fdb0572b77f8526a8fa;"Join our team as an 
IT Database Administrator Specialist
 and play a critical role in designing, optimizing, and maintaining our data transformation and warehousing processes. If you’re passionate about data, performance, and collaboration, this role is for you.
Key Responsibilities:
Ensure Database System is in accordance with SLA (Service Level Agreement) and compliance / regulatory.
Create & manage database system in development, testing & production area. Perform database system maintenance. Perform monitoring & repair if there is a problem with the database system.
Perform analysis & performance tuning in the database system.
Manage database objects, including tables, clusters, indexes, views, sequences, packages & procedures and manage Data Batch Job Process.
Perform installation, configuration & upgrade database system & tools that access the database.
Perform database backup & restore for production area.
Implement & implement security procedures in the database system.
Create monthly reports for database system activities.
Manage & coordinate with database system vendors & principals.
Qualifications:
Minimum 3 years of experience in data engineering or a related field.
Strong understanding of Relational Database Management System, Operating System, Virtualization / Container, Oracle, SQL Server, PostgreSQL, Window Server OS, Linux OS, Microsoft SSIS
Familiarity with data governance and security best practices.
Excellent analytical and problem-solving skills."
ICT Market Research and Strategy;PT PGAS Telekomunikasi Nusantara;Jakarta Barat, Jakarta Raya;Rp 5.600.000 – Rp 7.000.000 per month;Kontrak/Temporer;22;https://www.jobstreet.co.id/id/job/84711962?type=standard&ref=search-standalone&origin=jobCard#sol=b04e5b16c8d41e86e11b54ac4023c6294c918b1a;"Job Description
Melakukan penelitian pasar komprehensif untuk memahami dinamika industri, perilaku konsumen, dan tren pasar yang relevan.
Mengumpulkan, menganalisis, dan menafsirkan data pasar untuk mengidentifikasi wawasan, peluang, dan rekomendasi strategis.
Merancang, menerapkan studi pasar dan menganalisa kinerja komersial diantaranya survei konsumen, survei pasar, menyusun laporan, FGD dengan pelanggan dan calon potensial pelanggan.
Menyusun laporan dan presentasi yang jelas dan terperinci untuk mengomunikasikan temuan dan rekomendasi kepada pemangku kepentingan.
Berkolaborasi dengan tim pemasaran, penjualan, dan pengembangan produk untuk menginformasikan strategi dan inisiatif bisnis.
Menganalisa pasar : Market size pertumbuhan, tren dan segmentasi pasar.
Competitiveness identification : Produk, harga, market demand dan preferensi pasar.
Memantau tren pasar, pesaing, dan perkembangan industri untuk mengidentifikasi peluang dan ancaman baru.
Keterampilan dan Kualifikasi yang Dibutuhkan
Gelar sarjana dalam bidang Pemasaran, Manajemen Bisnis, Ekonomi, atau bidang terkait.
Minimal 2 tahun pengalaman dalam peran penelitian pasar.
Kemampuan analitis yang kuat, dengan pemahaman yang mendalam tentang metode penelitian kuantitatif dan kualitatif.
Keterampilan komunikasi yang luar biasa, baik tertulis maupun lisan, untuk menyajikan wawasan yang kompleks dengan jelas dan meyakinkan.
Kemahiran dalam menggunakan perangkat lunak analitik, seperti Excel, SQL, dan alat visualisasi data.
Pengetahuan tentang industri telekomunikasi dan tren teknologi yang relevan.
Kemampuan bekerja secara mandiri dan dalam tim untuk menyelesaikan proyek dengan tenggat waktu yang ketat.
Tentang Kami
PT PGAS Telekomunikasi Nusantara adalah penyedia layanan telekomunikasi terkemuka di Indonesia, menyediakan solusi komunikasi yang andal dan inovatif untuk pelanggan ritel dan korporat. Didukung oleh jaringan fiber-optic yang luas dan tim ahli, kami berkomitmen untuk memperluas akses telekomunikasi di seluruh negeri. Perusahaan kami memiliki budaya yang mendukung kreativitas, kolaborasi, dan pengembangan profesional, dengan fokus yang kuat pada kepuasan pelanggan dan inovasi.
Lamar sekarang untuk kesempatan yang menarik ini dan bergabung dengan tim kami di PT PGAS Telekomunikasi Nusantara."
Database Engineer;PT Graha Karya Informasi;Tangerang Selatan, Banten;N/A;Full time;2;https://www.jobstreet.co.id/id/job/85164685?type=standard&ref=search-standalone&origin=jobCard#sol=cd3aa85c81353cf980ca302174a119845407a822;"Qualifications:
* Implementasi Microsoft SQL Server (AlwaysOn FCI maupun AlwaysOn AG)
* Support operational database Microsoft SQL Server
* Upgrade Microsoft SQL Server
* Preventive Maintenance: 2 times
* Dokumentasi Preventive Maintenance: 2 times
* Check dan monitor MSSQL Server
* Capacity planning untuk server
* Health check MSSQL Server: 2 times
* Event viewer check pada setiap MSSQL Server: 2 times
* Patching seluruh Server MSSQL jika memerlukan update
* Aktivitas corrective maintenance/troubleshoot
* Dokumentasi problem report
* Dokumentasi move, add, dan change request."
Senior Data Analytics;PT Adecco Personnel Indonesia;Jakarta Raya;N/A;Full time;4;https://www.jobstreet.co.id/id/job/85093632?type=standard&ref=search-standalone&origin=jobCard#sol=45f8db3e87925ea3206ec521d240b4649ce0db24;"Senior Data Analytics - Banking Company. 
Working Location : Jakarta - Head Office. 
We are looking for a seasoned Senior Data Analyst or Data Scientist with proven experience in the lending domain, particularly in analyzing various lending products such as personal loans, credit cards, BNPL, or SME financing. The ideal candidate should have some understanding of the lending lifecycle, with hands-on experience in areas such as credit risk assessment, loan performance analysis, underwriting strategies, collections optimization or any related project.
In addition, the candidate should be proficient in delivering insights across the full spectrum of analytics:
- Descriptive
- Diagnostic
- Predictive
- Prescriptive"
JUNIOR DATA ANALYST;PT Smart Multi Finance;Jakarta Raya;Rp 5.000.000 – Rp 7.000.000 per month;Full time;15;https://www.jobstreet.co.id/id/job/84874081?type=standard&ref=search-standalone&origin=jobCard#sol=1740e3972d989b69c9162704a72df09e0650de3c;"Kami sedang mencari 
Junior Data Analyst
 yang teliti, analitis, dan memiliki kemampuan kuat dalam mengolah data menggunakan 
Microsoft Excel
. Posisi ini cocok untuk kamu yang memiliki ketertarikan terhadap angka, mampu menyajikan data menjadi informasi yang berguna, dan ingin mengembangkan karier di bidang analitik.
Kualifikasi:
Pendidikan minimal S1 dari jurusan Statistik, Matematika, Teknik, Ekonomi, atau jurusan terkait.
Memiliki kemampuan 
lanjutan dalam Microsoft Excel
 (VLOOKUP/XLOOKUP, Pivot Table, IF/SUMIFS, Conditional Formatting, Data Validation, dll).
Mampu mengelola dan membersihkan data (data cleaning).
Memiliki kemampuan analisis dan problem solving yang baik.
Teliti, detail-oriented, dan mampu bekerja dengan data dalam jumlah besar.
Komunikatif dan mampu menyampaikan hasil analisis dalam bentuk yang mudah dipahami.
Pengalaman kerja di bidang analisis data menjadi nilai tambah, namun lulusan baru dipersilakan melamar.
Memahami dasar-dasar Google Sheets dan visualisasi data (misalnya menggunakan grafik Excel).
Penempatan Head Office (BSD-Kelapa Gading)"
Data Reporting Analyst;PT Wismilak Inti Makmur Tbk;Surabaya, Jawa Timur;N/A;Full time;8;https://www.jobstreet.co.id/id/job/85027148?type=standard&ref=search-standalone&origin=jobCard#sol=c0b425bc6508dd8c8a547306109e8214b90a3f2d;"Sebagai 
Data Reporting Analyst, 
Anda akan bertanggung jawab untuk:
Memenuhi kebutuhan informasi & data di departemen terkait
Checking serta update database / data di aplikasi yang dimiliki oleh departemen
Melakukan analisis data, menyusun rekomendasi / next action dari hasil analisis tersebut serta membuat report secara berkala
Melakukan improvement terhadap pengelolaan data serta penggunaannya di departemen terkait
Kami membutuhkan 
Data Reporting Analyst 
dengan kualifikasi sebagai berikut:
Lulusan D4/S1 Statistika / Matematika / Teknik
Memiliki pengalaman (internship / project / full-time) dalam hal pengolahan serta analisis data
Mampu menggunakan Microsoft Excel / Google Sheet di level Intermediate (Logic & Lookup Function, Pivot Table, Static / Dynamic Chart, Conditional Formatting, Data Validation, dll)
Mampu berkolaborasi dengan pihak lain (dalam/luar departemen) dalam pekerjaannya
Penempatan Surabaya
Bersedia mengikuti proses rekrutmen secara offline apabila diperlukan
Kebutuhan kami ada 2, yakni di Departemen Clinic & Departemen Sales
Notes: Hanya kandidat yang memenuhi kualifikasi yang akan kami proses lebih lanjut."
Database Engineer;PT Graha Karya Informasi;Tangerang Selatan, Banten;N/A;Full time;2;https://www.jobstreet.co.id/id/job/85164685?type=standard&ref=search-standalone&origin=jobCard#sol=babd344e54b5f66ae931b381d46647fbf3f4eef2;"Qualifications:
* Implementasi Microsoft SQL Server (AlwaysOn FCI maupun AlwaysOn AG)
* Support operational database Microsoft SQL Server
* Upgrade Microsoft SQL Server
* Preventive Maintenance: 2 times
* Dokumentasi Preventive Maintenance: 2 times
* Check dan monitor MSSQL Server
* Capacity planning untuk server
* Health check MSSQL Server: 2 times
* Event viewer check pada setiap MSSQL Server: 2 times
* Patching seluruh Server MSSQL jika memerlukan update
* Aktivitas corrective maintenance/troubleshoot
* Dokumentasi problem report
* Dokumentasi move, add, dan change request."
Senior Data Analytics;PT Adecco Personnel Indonesia;Jakarta Raya;N/A;Full time;4;https://www.jobstreet.co.id/id/job/85093632?type=standard&ref=search-standalone&origin=jobCard#sol=3a27fce622e47768264d307095b37962484a14ef;"Senior Data Analytics - Banking Company. 
Working Location : Jakarta - Head Office. 
We are looking for a seasoned Senior Data Analyst or Data Scientist with proven experience in the lending domain, particularly in analyzing various lending products such as personal loans, credit cards, BNPL, or SME financing. The ideal candidate should have some understanding of the lending lifecycle, with hands-on experience in areas such as credit risk assessment, loan performance analysis, underwriting strategies, collections optimization or any related project.
In addition, the candidate should be proficient in delivering insights across the full spectrum of analytics:
- Descriptive
- Diagnostic
- Predictive
- Prescriptive"
IT Data Management (Data Base Administrator) Specialist;PT Bussan Auto Finance (BAF);Jakarta Selatan, Jakarta Raya;N/A;Full time;7;https://www.jobstreet.co.id/id/job/85063723?type=standard&ref=search-standalone&origin=jobCard#sol=e149e1f7b014c2f97294358e94a32237c7cb31f9;"Join our team as an 
IT Database Administrator Specialist
 and play a critical role in designing, optimizing, and maintaining our data transformation and warehousing processes. If you’re passionate about data, performance, and collaboration, this role is for you.
Key Responsibilities:
Ensure Database System is in accordance with SLA (Service Level Agreement) and compliance / regulatory.
Create & manage database system in development, testing & production area. Perform database system maintenance. Perform monitoring & repair if there is a problem with the database system.
Perform analysis & performance tuning in the database system.
Manage database objects, including tables, clusters, indexes, views, sequences, packages & procedures and manage Data Batch Job Process.
Perform installation, configuration & upgrade database system & tools that access the database.
Perform database backup & restore for production area.
Implement & implement security procedures in the database system.
Create monthly reports for database system activities.
Manage & coordinate with database system vendors & principals.
Qualifications:
Minimum 3 years of experience in data engineering or a related field.
Strong understanding of Relational Database Management System, Operating System, Virtualization / Container, Oracle, SQL Server, PostgreSQL, Window Server OS, Linux OS, Microsoft SSIS
Familiarity with data governance and security best practices.
Excellent analytical and problem-solving skills."
Data Analyst Staff;PT Sukanda Djaya;Jakarta Raya;N/A;Full time;22;https://www.jobstreet.co.id/id/job/84709914?type=standard&ref=search-standalone&origin=jobCard#sol=a632d771b84d8dfaeb2dcdd92f9c9aa7f58d5944;"Responsibilities:
Process and analyze data to deliver accurate and timely routine and ad hoc reports
Enhance data processing and analysis workflow based on best practices 
Actively support and execute various initiatives to meet business and management needs
Facilitate user requests for reporting or analytical enhancements
Requirements:
Bachelor's degree in Management, Business, Accounting Information Systems, Industrial Engineering, or other relevant fields
Fresh graduate or up to 1 year of experience in data analysis background
Excellent in Microsoft Excel. Experience with Excel Macros/VBA is a strong value added
Proficient communication skills in English, both written and verbal
Demonstrated ability to manage multiple tasks, prioritize effectively, and work collaboratively with cross-functional teams
Willing to be placed in Jakarta/Cibitung"
ICT Market Research and Strategy;PT PGAS Telekomunikasi Nusantara;Jakarta Barat, Jakarta Raya;Rp 5.600.000 – Rp 7.000.000 per month;Kontrak/Temporer;22;https://www.jobstreet.co.id/id/job/84711962?type=standard&ref=search-standalone&origin=jobCard#sol=735cdb1374b2fffcc76b4511dc2baa962884991e;"Job Description
Melakukan penelitian pasar komprehensif untuk memahami dinamika industri, perilaku konsumen, dan tren pasar yang relevan.
Mengumpulkan, menganalisis, dan menafsirkan data pasar untuk mengidentifikasi wawasan, peluang, dan rekomendasi strategis.
Merancang, menerapkan studi pasar dan menganalisa kinerja komersial diantaranya survei konsumen, survei pasar, menyusun laporan, FGD dengan pelanggan dan calon potensial pelanggan.
Menyusun laporan dan presentasi yang jelas dan terperinci untuk mengomunikasikan temuan dan rekomendasi kepada pemangku kepentingan.
Berkolaborasi dengan tim pemasaran, penjualan, dan pengembangan produk untuk menginformasikan strategi dan inisiatif bisnis.
Menganalisa pasar : Market size pertumbuhan, tren dan segmentasi pasar.
Competitiveness identification : Produk, harga, market demand dan preferensi pasar.
Memantau tren pasar, pesaing, dan perkembangan industri untuk mengidentifikasi peluang dan ancaman baru.
Keterampilan dan Kualifikasi yang Dibutuhkan
Gelar sarjana dalam bidang Pemasaran, Manajemen Bisnis, Ekonomi, atau bidang terkait.
Minimal 2 tahun pengalaman dalam peran penelitian pasar.
Kemampuan analitis yang kuat, dengan pemahaman yang mendalam tentang metode penelitian kuantitatif dan kualitatif.
Keterampilan komunikasi yang luar biasa, baik tertulis maupun lisan, untuk menyajikan wawasan yang kompleks dengan jelas dan meyakinkan.
Kemahiran dalam menggunakan perangkat lunak analitik, seperti Excel, SQL, dan alat visualisasi data.
Pengetahuan tentang industri telekomunikasi dan tren teknologi yang relevan.
Kemampuan bekerja secara mandiri dan dalam tim untuk menyelesaikan proyek dengan tenggat waktu yang ketat.
Tentang Kami
PT PGAS Telekomunikasi Nusantara adalah penyedia layanan telekomunikasi terkemuka di Indonesia, menyediakan solusi komunikasi yang andal dan inovatif untuk pelanggan ritel dan korporat. Didukung oleh jaringan fiber-optic yang luas dan tim ahli, kami berkomitmen untuk memperluas akses telekomunikasi di seluruh negeri. Perusahaan kami memiliki budaya yang mendukung kreativitas, kolaborasi, dan pengembangan profesional, dengan fokus yang kuat pada kepuasan pelanggan dan inovasi.
Lamar sekarang untuk kesempatan yang menarik ini dan bergabung dengan tim kami di PT PGAS Telekomunikasi Nusantara."
Geospatial Analyst;PT Merdeka Copper Gold Tbk;Jakarta Selatan, Jakarta Raya;N/A;Full time;1;https://www.jobstreet.co.id/id/job/85184583?type=standard&ref=search-standalone&origin=jobCard#sol=c49dba027fbeca4d7282c2750d7c44201a771c05;"PT Merdeka Copper Gold Tbk produces metals and minerals essential for human advancement. As an Indonesian metal and mineral mining holding company headquartered in Jakarta, Merdeka explores, extracts, and produces gold, silver, copper, and other minerals through subsidiaries across three islands in Indonesia.
Established in 2012, Merdeka became a public company in 2015 with the stock code MDKA. Merdeka is owned by prominent shareholders, including PT Saratoga Investama Sedaya Tbk, PT Provident Capital Indonesia (through PT Mitra Daya Mustika and PT Suwarna Arta Mandiri), and Garibaldi Thohir.
Responsibilities:
Administer and maintain centralized-spatial database using GIS products to ensure that all stored data (both vector and raster) well-updated, accurate, and well-managed to support all Merdeka Projects including data validation and quality control by do coordination with Jakarta and Project team.
Assist in setup and develop collaborative mapping system using ESRI ArcGIS and opensource platform.
Perform vector and raster data processing and visualizing both 2D and 3D from various sources to update spatial database and support other department by using geospatial libraries (GeoPandas, GemPy etc.) and automation within software (ArcPy, PyQGIS)
Responsible in design and develop Web based GIS using ESRI ArcGIS or opensource platform (Leaflet or OpenLayers) to support corporate and Project team.
Support in big spatial data management, analysis, perform detection and predictive analysis using GeoAI by utilise various data format.
Assist in providing training for Jakarta and site team, and delivering technical documentation (user guide).
Requirments:
Bachelor degree in a relevant discipline such as Geodesy, Geomatics, Geography, or Geology is desirable from reputable domestic university.
Demonstrated minimum 3 years’ experience using GIS softwares (e.g: ESRI ArcGIS, QGIS, or MapInfo), spatial database (PostGIS), sharing platform (GeoServer), Web GIS (AGOL, Leaflet or OpenLayers) and geospatial libraries (Python).
Experience in mining industry become an advantage
Demonstrated interest / experience in GIS and spatial tool applied for mining or geoscience
Familiar with various geospatial library such as: GDAL,  GeoPandas, GemPy, Streamlit etc..
Familiar with ArcGIS Platform (AGOL, Survey123 etc.)
Familiar with Jupyter Notebook or other Python IDE (PyCharm, Spyder, etc.)
Ability to be self-motivated and to work with minimum supervision"
Business Analyst;PT Orlansoft Data System;Jakarta Pusat, Jakarta Raya;N/A;Full time;3;https://www.jobstreet.co.id/id/job/85130493?type=standard&ref=search-standalone&origin=jobCard#sol=66aa96ce5261000418aa01ce6ebbaa20d893ba14;"Job Description :
Conduct business and user requirement assessments.
Create detailed business process requirements documents,
Analyse and document the AS-IS & TO-BE business processes in the flowchart to formulate the problem statement for various use case & application scenario tests.
Investigate, evaluate, and report alternative solutions to business needs and recommend the preferred solution.
Actively participate in the project lifecycle and work closely with various internal and external stakeholders to ensure all business requirements are understood, documented, and met.
Ensuring solutions meet business needs and business requirements and also bring value to customers.
 
Requirement :
Minimum of 2-3 years of experience as a Business Analyst
Bachelor’s degree in Information Systems or Accounting or a relevant field
Excellent time management and organizational abilities.
Adaptability and flexibility in a dynamic work environment
Strong knowledge of business analysis principles, processes, techniques, and workflows.
Excellent communication, presentation, and negotiation skills.
Strong written and verbal communication skills are essential.
Critical thinker and problem-solving skills.
Experience with ERP or POS System is strongly preferred."
Data Analyst Officer;PT Kapal Api Global;Jakarta Pusat, Jakarta Raya;N/A;Full time;30;https://www.jobstreet.co.id/id/job/84526994?type=standard&ref=search-standalone&origin=jobCard#sol=ef064f258693aa790568b9fb49246af814fdb009;"Are you interested in exploring your interests about data analysts?
Come join us.
 
Job Descriptions:
Collect and organize data from various sources.
Deliver one effective data visualization dashboard to support data scenario analytics.
Support the team in documenting, managing administration, data sources, analysis results, and reports in an organized, secure, and systematic.
Complete process data analysis as directed and within the given deadline
 
Job Qualifications:
Bachelor's degree in Data Science, Statistics, or any related field with a minimum GPA 3.00.
Proficiency in data analysis tools such as Excel, Python, R, Power BI, Tableau, or SQL.
Familiarity with data visualization tools, statistical methods, and database management concepts and tools is a plus
Understanding how to use AI Technology for data processing and analysis is an advantage.
 
What you will get :
Accelerated growth & plenty of learning opportunities
Demanding & Supportive environment"
Apprenticeship - Market Researcher;PT Prudential Life Assurance;Jakarta Selatan, Jakarta Raya;N/A;Kontrak/Temporer;2;https://www.jobstreet.co.id/id/job/85166012?type=standard&ref=search-standalone&origin=jobCard#sol=a736b8bc38316c28dfa32d762ae59316513453bb;"Responsibilities:
To assist generating online survey questionnaire, inclusive of analysis and reporting
To do desk research related to insurance market
To assist in handling administrative tasks
Requirements:
Fresh Graduate or Final-year Student from any major (Mathematics / Statistics / Psychology / Sociology / Data Science / Management / Business / Finance / Economics, or any related major)
Having experience generating online survey through any platform (e.g. SurveyMonkey, Google Form, etc.) 
Advance in Microsoft Office especially Ms. Excel
Strong numerical and analytical skills with a keen interest in analyzing data to provide recommendations and insight 
Good communication skills (verbal & non verbal, both in English and Bahasa Indonesia)
Can-do attitude
Willing to do WFO (3x a week) and WFH (2x a week) in South Jakarta
Committed to do 6 months internship"
SAP ABAP Staff;PT Star Cosmos;Jakarta Barat, Jakarta Raya;N/A;Full time;2;https://www.jobstreet.co.id/id/job/85171834?type=standard&ref=search-standalone&origin=jobCard#sol=8e3f5d40e3437937aaed94a30869d81cd30b906f;"Kualifikasi:
Pendidikan minimal S1 jurusan Teknik Infomatika/Sistem Informasi
Memiliki pengalaman 1-2 tahun sebagai ABAPER
Memiliki pengalaman membuat Report ALV, Interface, RFC, BDC, Enhancement, Smartforms, dan User Exit di SAP
Memiliki pengalaman membuat API
Memiliki pemahaman tentang SAP ABAP, analisis sistem, pemecahan masalah, kolaborasi team
Memiliki keterampilan analisis dan komunikasi yang kuat 
Bersedia bekerja di Hari Sabtu (setengah hari)
Penempatan Jakarta Barat
 
Deskripsi pekerjaan:
Merancang dan mengimplementasikan solusi SAP ABAP untuk mencapai tujuan bisnis
Menangani analisis masalah terkait sistem SAP dan mengidentifikasi solusi yang sesuai
Bekerja sama dengan anggota tim lainnya, termasuk tim teknis dan fungsional untuk mengatasi masalah yang muncul dan memastikan kinerja sistem optimal"
Aircraft library and Post-Flight Data Staff;PT BBN Airlines Indonesia;Jakarta Raya;N/A;Full time;2;https://www.jobstreet.co.id/id/job/85169081?type=standard&ref=search-standalone&origin=jobCard#sol=a37182edae937c699dd75053a2b7e92597356fba;"Responsibilities:
Entering post-flight data to data warehouse application and ensure the data is correct and proper entry filling. 
Checking to ensure the content of Post-Flight Document is fulfilled, correctly and properly as defined checklist.
Collecting, tidying and organizing Post-Flight Document Hard-File to library following company policy. 
Collecting, tidying and organizing Post-Flight Document Soft-File to cloud storage. 
Publishing post-flight data regularly on scheduled publishing. 
Producing, distributing /update QRH documents/ Update Checklist / Support EFB Equipment onboard on each aircraft.
Receive an update Documentation from MBF to be on Board on each aircraft (Related to Flight Ops).
Job Requirements:
Polytechnic Diploma and above in any major.
1–2 years of work experience in data-related roles.
Knowledge of aircraft documentation/libraries.
Having knowledge about Myboeing fleet /Airbus world.
Proficiency in Ms. Office.
ability to work under pressure and tight detail.
Detail-oriented, proactive, and enjoys collaboration.
Fluent in English both verbal and written."
DIGITAL BUSINESS ANALYST;PT Ifabula Digital Kreasi;Jakarta Raya;Rp 6.000.000 – Rp 7.500.000 per month;Full time;4;https://www.jobstreet.co.id/id/job/85101103?type=standard&ref=search-standalone&origin=jobCard#sol=d4478052cb9f381253858b5b4f63600933ace0c8;"Candidate must possess at least a Bachelor's Degree, Computer Science/Information Technology, Engineering (Computer/Telecommunication), Science & Technology or equivalent.
Have financial industry knowledge: Banking, Insurance, Multifinance
Understand how to create business flow for digital product (mobile apps, ecommerce, and others digital products)
Love creating document, such as Functional Specification Document, Business Requirement Document, etc - and also structural and comprehensive
Pay attention to details
Good communication skill (communication to programmer and also customer - please be patient )
Good Analytical Skill
Customer based thinking
Experience working in Agile environments.
1-3 years experience"
