Job Position;Company;Location;Salary;Job Type;Days_Since_Posted;Link;Description
Senior Data Analyst (Risk and Collection);PT Sejahtera Sama Kita;Jakarta Selatan, Jakarta Raya;N/A;Kontrak/Temporer;6;https://www.jobstreet.co.id/id/job/85108414?type=standard&ref=search-standalone&origin=jobCard#sol=92bc3e90c843176776cb0c76248089d129aff1df;"Job Summary
We are seeking a Senior Data Analyst focusing on Collection department to enhance the efficiency and transparency of our collection processes, agent productivity, and vendor-managed collections. This role is responsible for analyzing delinquency trends, tracking agent activities, and optimizing collection strategies—without requiring additional system investments at this stage.
Job Descriptions
:
1. Collection Data Analysis & Performance Tracking
Generate comprehensive reports on collection activities, recovery rates, and aged debt to support management decisions.
Develop manual tracking systems to log agent activity and improve operational visibility.
Conduct deep analysis of collection data to identify trends, inefficiencies, and opportunities for process improvements.
Provide insights on delinquency trends, payment behaviors, and overall collection effectiveness.
Create structured reports and dashboards to assist management in data-driven decision-making.
2. Collection Strategy Optimization
Evaluate and optimize collection processes to improve efficiency and maximize recovery rates.
Assess the effectiveness of different contact strategies, follow-up cadences, and segmentation approaches.
Identify gaps in early delinquency intervention and propose solutions to enhance recoveries.
Recommend enhancements to policies, procedures, and technologies to minimize delinquencies.
Collaborate with risk and operations teams to refine collection policies based on data-driven insights.
3. Vendor Management & Oversight
Establish visibility over third-party collection agents, ensuring full accountability beyond performance results.
Develop a framework for tracking and assessing vendor-managed agents’ activities.
Analyze vendor effectiveness, compliance, and efficiency, providing recommendations for improvement.
Coordinate with external collection agencies or vendors to optimize recovery processes while ensuring compliance with company policies.
Align collection strategies with internal business objectives to enhance overall efficiency.
Requirements
:
Bachelor’s degree in Finance, Business Administration, Economics, Statistics, Data Science, or a related field.
Minimum of 4-7 years in collections, credit risk management, or data analytics within fintech, banking, or financial services.
Proficiency in Excel (pivot tables, advanced formulas) for data manipulation and reporting.
Experience with SQL, Power BI, Tableau, or other data visualization tools for generating reports and insights.
Familiarity with banking-specific CRM systems or other customer relationship management tools.
Experience analyzing large datasets to track payment trends, collections performance, and customer behaviors.
Strong communication skills for preparing reports and coordinating with stakeholders.
Strong analytical and problem-solving skills to identify inefficiencies and recommend improvements.
Ability to manage multiple cases, prioritize tasks, and meet reporting deadlines."
Marketing Analyst;PT Charoen Pokphand Indonesia;Jakarta Raya;N/A;Full time;4;https://www.jobstreet.co.id/id/job/85188301?type=standard&ref=search-standalone&origin=jobCard#sol=fadf4e2395cd50157794808454e28bd6f49bcfa8;"Job Descriptions:
Data collection and analysis - Gather data from multiple sources (e.g. CRM, web analytics, sales, social media), clean and organize data for analysis, use statistical tools to interpret data sets
Market research - Conduct competitor analysis, analyze industry trends, market demands, and customer preferences
Campaign performance tracking - Measure ROI and KPIs of marketing campaigns, identify what’s working and what needs adjustment
Reporting and Insights - Analyze sales dashboards and reports for marketing and leadership teams, translate complex data into actionable recommendations
Customer segmentation - Identify target audiences, help personalize marketing messages based on customer profiles
Forecasting and strategy support - Predict future market trends or customer behavior, support decision-making for product launches, pricing and promotional strategies
Requirements:
Hold min Bachelor’s degree in Computer Science, Information System, Statistics, Marketing, Business or Economics
Has experiences 1 - 3 years in marketing analyst, market research, business intelligence, or a similar role. Preferably has experiences with data analytics in a marketing or digital marketing environment
Technical skills - Analytical tools: Excel advance, Google analytics, SQL, Power BI, Tableau or similar tools, Statistical tools: SPSS, R, Phyton, SAS, familiarity in CRM platforms (e.g. salesforce, HubSpot), knowledge of SEO/SEM, email marketing, or social analytics is a bonus
Strong analytical and critical thinking skills, ability to turn complex data into clear, actionable insights, solid understanding of marketing metrics (ROI, CAC, CLV, conversion rate)
Good communication and presentation skills
Strong attention to detail and accuracy
Work location: Jakarta"
Data Analyst;PT Kalowave Teknologi Indonesia;Jakarta Barat, Jakarta Raya;Rp 5.650.000 – Rp 7.500.000 per month;Full time;6;https://www.jobstreet.co.id/id/job/85121791?type=standard&ref=search-standalone&origin=jobCard#sol=3b2a59cea80c18141d39331a1756730b3ccace9f;"Posisi: Data Analyst – TikTok Shop
Lokasi: Jakarta Barat (Full WFO)
Tipe Pekerjaan: Full-time
Mulai: Segera
Deskripsi Pekerjaan:
Kami mencari seorang Data Analyst penuh waktu yang memiliki pemahaman mendalam tentang sistem kerja TikTok Shop serta mampu mengolah dan menganalisis data e-commerce dengan efisien. Posisi ini bertanggung jawab untuk memberikan wawasan berbasis data guna mendukung pertumbuhan performa toko di TikTok Shop.
Tanggung Jawab:
- Mengumpulkan dan mengelola data dari TikTok Shop.
- Menyusun laporan harian, mingguan, dan bulanan dalam format spreadsheet dan dashboard.
- Menganalisis tren data untuk mendukung tim dalam pengambilan keputusan strategis.
- Berkoordinasi dengan tim internal (konten, operasional, kemitraan) untuk menyelaraskan data dan kemajuan kampanye.
- Menyusun wawasan serta rekomendasi berbasis data untuk meningkatkan performa kampanye.
- Memastikan akurasi dan integritas data.
- Memiliki pengetahuan tentang TikTok Shop.
Kualifikasi:
- Memahami sistem TikTok Shop (pengalaman terkait dengan TikTok Shop lebih diutamakan).
- Menguasai Microsoft Excel dan SQL.
- Memiliki pengalaman minimal 1 tahun di bidang analisis data atau bidang sejenis.
- Mampu mengolah dan menyajikan data dalam bentuk visualisasi sederhana (grafik, dashboard, chart).
- Teliti, rapi, komunikatif, serta mampu bekerja baik dalam tim maupun secara mandiri.
- Mudah beradaptasi dan cepat belajar hal baru.
- Menyukai tantangan.
- Bersedia bekerja full WFO di Jakarta Barat dan dapat mulai segera."
JUNIOR DATA ANALYST;PT Smart Multi Finance;Jakarta Raya;Rp 5.000.000 – Rp 7.000.000 per month;Full time;17;https://www.jobstreet.co.id/id/job/84874081?type=standard&ref=search-standalone&origin=jobCard#sol=48cfb6cfc4d663db1ccf7a678d66eeac9da3b168;"Kami sedang mencari 
Junior Data Analyst
 yang teliti, analitis, dan memiliki kemampuan kuat dalam mengolah data menggunakan 
Microsoft Excel
. Posisi ini cocok untuk kamu yang memiliki ketertarikan terhadap angka, mampu menyajikan data menjadi informasi yang berguna, dan ingin mengembangkan karier di bidang analitik.
Kualifikasi:
Pendidikan minimal S1 dari jurusan Statistik, Matematika, Teknik, Ekonomi, atau jurusan terkait.
Memiliki kemampuan 
lanjutan dalam Microsoft Excel
 (VLOOKUP/XLOOKUP, Pivot Table, IF/SUMIFS, Conditional Formatting, Data Validation, dll).
Mampu mengelola dan membersihkan data (data cleaning).
Memiliki kemampuan analisis dan problem solving yang baik.
Teliti, detail-oriented, dan mampu bekerja dengan data dalam jumlah besar.
Komunikatif dan mampu menyampaikan hasil analisis dalam bentuk yang mudah dipahami.
Pengalaman kerja di bidang analisis data menjadi nilai tambah, namun lulusan baru dipersilakan melamar.
Memahami dasar-dasar Google Sheets dan visualisasi data (misalnya menggunakan grafik Excel).
Penempatan Head Office (BSD-Kelapa Gading)"
Senior Risk Analyst;Doo Group;Jakarta Raya;Rp 10,000,000 – Rp 15,000,000 per month;Full time;0;https://www.jobstreet.co.id/id/job/85255793?type=standard&ref=search-standalone&origin=jobCard#sol=fee888624591bb6aed774eb783d7752b85d07a06;"Join Doo Group – Explore α Better Future
Doo Group
 is a global financial services group with FinTech as its core. With our 10 major business lines, spanning Brokerage, Wealth Management, Property, Payment & Exchange, FinTech, Financial Education, Health Care, Consulting, Cloud, and Digital Marketing, Doo Group has seamlessly provided clients with comprehensive products and services across the world. Through a one-stop approach, Doo Group remains committed to helping our clients achieve an ideal financial life while moving towards a better future together!
 
Looking for a New Challenge? Join Us as We Expand Globally!
As we continue our global business expansion, we’re on the lookout for talented individuals who are motivated to support our strategic goals and initiatives. Join a team that values innovation and growth.
DOO you have what it takes?
 
What you’ll be working on:
Monitor daily, weekly, and monthly client profitability, equity, margin figures and market data.
Performing risk assessment and evaluation of the company exposure to the market.
Monitor, analyse and limit the probability of a financial loss or exposures to financial uncertainty with ability to employ hedging strategies.
Monitor clients' trading activities and patterns to identify any potential abusive behaviour i.e arbitraging, as well as building, enhancing and developing systems to mitigate and prevent such behaviour.
Develop and maintain risk reporting and analysis tools to provide senior management with timely and accurate information on risk levels and trends.
Measure the impact of new features, systems, and procedures by conducting quantitative and qualitative analysis.
Keep abreast of the latest regulatory developments and best practices regarding risk management, market-making, and trading.
Assist in the development of risk management tools, reports, and systems.
Collaborate with trading, compliance, and technology teams to identify potential risks and implement measures to mitigate the risks.
Provide training and guidance to junior team members on risk management best practices.
 
What we’re looking for:
University degree in a quantitative field (such as finance, mathematics, statistics, or physics) or equivalent in training and experience.
Min 3 years of experience in Risk Management in a similar industry.
Working experience with
 trading platforms
 both as user and administrator on MT4/5, bridging technology such as One Zero and PrimeXM and other relevant risk management tools.
Strong quantitative and data analytical skills
 with knowledge of Excel and Macros.
Knowledge of any programming languages such Python, SQL, and C++,as an added advantage.
In-depth understanding of financial instruments and markets, including 
FX, futures, stocks, and stock indices
.
Able to work on rotational shifts
 (morning and evening shift).
Excellent spoken and written 
English skills
.
 
Life as DOOers
At Doo Group, we embrace a culture where continuous growth, collaboration, and creativity are at the heart of everything we do. As a DOO, you'll collaborate with top professionals from around the globe, dive into exciting projects, and play a pivotal role in shaping the future of finance.
Unlock your potential with Doo Group. Apply now and step into a role where your impact is celebrated!
Discover your potential with Doo Group. Apply now and be part of our success story!
#DooBeyondLimit #TogetherWeDooMore #SucceedYourCareerWithDoo"
Data Analyst;PT Dinus Cipta Mandiri;Jakarta Barat, Jakarta Raya;Rp 6.000.000 – Rp 8.000.000 per month;Kontrak/Temporer;7;https://www.jobstreet.co.id/id/job/84664778?type=standard&ref=search-standalone&origin=jobCard#sol=0acdf8b4ddcb400015de814b4633bbdd8d3e3ba7;"Job requirements:
Max 35 years
Bachelor/Master's degree majoring in Statistics, Mathematics, Physics, Computers/Informatics, Engineering
Proficiency in Excel
Experience in using SQL
Experience with statistical analysis and data mining
Strong analytical and problem solving skills including ability to independently drive analysis concluding with rationalized recommendations
Strong communications skills for both technical and business purposes
Have knowledge of distribution systems
Fluent in English
 
Job Description:
Analyzing data related to sales, purchasing, distribution
Create reports and provide the data needed to help decision makers
Work closely with the marketing team to determine metrics to measure the success of business performance & achieve goals
Conduct cause-effect analysis to evaluate the effectiveness of various marketing initiatives
Manage the distribution of goods"
Data Analyst;PT Propan Raya Industrial Coating Chemicals;Tangerang, Banten;N/A;Full time;6;https://www.jobstreet.co.id/id/job/85102118?type=standard&ref=search-standalone&origin=jobCard#sol=7ffe26278dc50b467d9e7fb5b671f3f349c6adb4;"Job Description:
Menganalisis data untuk mengidentifikasi tren, korelasi, dan insight bisnis
Mengembangkan laporan, visualisasi data, dan dashboard interaktif
Memberikan rekomendasi berbasis data kepada stakeholder terkait
Berkolaborasi dengan tim lintas fungsi untuk memahami kebutuhan analitik
Requirements:
Lulusan S1 Statistika, Matematika, atau Akuntansi
Menguasai Microsoft Excel secara mendalam (termasuk fungsi lanjutan dan analisis data)
Kemampuan komunikasi dan kolaborasi yang solid
Adaptif dalam kerja individu maupun tim
Pengalaman 1–2 tahun sebagai Data Analyst dengan pemahaman analitik yang kuat"
System Analyst;PT Pranala Ragam Karya;Kecamatan Tangerang, Banten;Rp 6.000.000 – Rp 8.000.000 per month;Full time;4;https://www.jobstreet.co.id/id/job/85166406?type=standard&ref=search-standalone&origin=jobCard#sol=1243b86c15c40f4fc9bc21e58c33e657518127a5;"Requirment
1. Berpengalaman dalam bidang system analyst max selama 3 tahun
2. Pendidikan S1 IT akan leih baik karena harus memahami patter patter bahasa pemrograman
3. Dapat membuat ERD
Terbiasa melakukan optimasi Database terutama postgres dan my sql
5. bisa membuat dokumen teknis
6. Dapat membuat digaram system (DFD/UML) 
Selain dari ke 6 di atas, point point di bawah ini juga masuk di dalam kriteria yang di butuhkan
1. Aktif dalam bermomunikasi dengan Bahasa Inggris
Dapat berkomukasi dengan klien
3. Dapat membuat timeline
4. Dapat mengatur penggunanaan project management ex: trello
5. Memiliki analisys yang baik dalam suatu project"
Data Support (Jabar - Bandung);PT Depoguna Bangunan Online;Bandung, Jawa Barat;N/A;Full time;18;https://www.jobstreet.co.id/id/job/84867376?type=standard&ref=search-standalone&origin=jobCard#sol=969eae64f4a37d8e3791417bbb0073d43b769564;"Kualifikasi:
Berpengalaman min. 2 th di bidang Project support, terbiasa memahami proses yang berjalan.
Berpengalaman melakukan support pelaksanaan project mulai dari data setting, mapping data, pengecekan integrasi data ke system sampai dengan sosialisasi event terlaksana.
Berpengalaman dalam menangani masalah dan perubahan-perubahan yang terkait dengan aktivitasnya secara tepat sehingga isu-isu yang ada tersebut dapat terselesaikan.
Berpengalaman dalam melakukan monitoring terhadap fitur/proses yang berjalan pada project.
Terbiasa dalam menyediakan laporan-laporan terkait yang dibutuhkan oleh manajemen."
Data Analyst;WINOD RITEL INDONESIA;Karang Tengah, Banten;Rp 4.500.000 – Rp 5.500.000 per month;Full time;6;https://www.jobstreet.co.id/id/job/85109636?type=standard&ref=search-standalone&origin=jobCard#sol=ad57dfbab9ab5cdd607ce11a34ecf279799c5cb9;"Gambaran Umum Pekerjaan :
Memahami dengan baik sistem database produk-produk perusahaan.
Memelihara sistem database perusahaan.
Berkolaborasi dengan Head Store untuk memperoleh data yang dibutuhkan perusahaan.
Mengatur data yang diperoleh untuk dikelola sesuai jenis datanya.
Mempresentasikan data yang telah diproses dalam sebuah rapat untuk dijelaskan kepada seluruh tim tentang data yang ada sehingga bisa digunakan sesuai kebutuhan
Merancang dan mengimplementasikan database, sistem pengumpulan data, analisis data, dan strategi lainnya dengan tujuan meningkatkan efisiensi dan kualitas statistik. 
Menganalisis, mengevaluasi, dan memahami tren atau pola dalam kumpulan data yang kompleks
Melakukan kerjasama dengan manajemen dalam menetapkan prioritas kebutuhan bisnis dan informasi.
Kualifikasi :
Usia maks.35 Tahun
Berpengalaman sebagai Data Analyst min. 1 tahun (Industri Retail lebih disukai)
Pendidikan D3/D4/S1 Jurusan Bisnis, Keuangan, atau lainnya yang sesuai
Menguasai rumus Microsoft Excel (wajib)
Memiliki skill problem-solving
Responsif dan komunikatif
Teliti dan rapi
Dapat berbahasa Indonesia dengan fasih
Bertanggungjawab, jujur, dan disiplin
Mampu bekerja dibawah tekanan
Memiliki kemampuan dan keterampilan analitis yang kuat dalam mempelajari fungsi bisnis dengan kemampuan untuk mengumpulkan, mengatur, menganalisis, mengevaluasi kebutuhan bisnis, dan menyebarkan informasi memperhatikan detail dan akurasi."
Research Analyst;PT Katadata Indonesia;Jakarta Selatan, Jakarta Raya;N/A;Full time;4;https://www.jobstreet.co.id/id/job/84895674?type=standard&ref=search-standalone&origin=jobCard#sol=b8551e7300034431c6b8050af0f4561ea75007d6;"Katadata Insight Center (KIC) is a business unit of Katadata, specialized in research and data analytic, providing in-depth insight. To support our expanding operations, we are currently seeking professional and dynamic individual to join our team with the following qualifications:
Bachelor's or Master's degree in Political Economy, Public Policy, Development Studies, or related fields in Social Sciences.
Minimum 2 years of experience as an analyst or researcher, with strong experience in qualitative and quantitative research.
Possess in-depth knowledge and experience of quantitative and qualitative research methodologies and strong data analysis skills.
Experience in producing research outputs such as research reports, white papers, policy briefs, and other formats.
Proficiency in quantitative or qualitative data analysis software, such as NVivo, SPSS, R, etc. is a plus.
Possess critical thinking, problem-solving, and results-oriented skills.
Possess excellent communication and presentation skills, both in Bahasa Indonesia and English.
Possess an understanding of business and economic issues, as well as a strong interest in social, economic, political and development issues including sectoral industrial issues (i.e. digital, finance, energy, etc.) in Indonesia and internationally.
Possess integrity, objectivity, and commitment to research quality.
Responsibilities:
Design and execute end-to-end research projects, from proposal development, methodology determination, data collection and analysis, to report preparation and presentation.
Conduct qualitative and quantitative research to generate relevant and actionable insights for clients.
Evaluate and develop research methodologies to improve research quality and effectiveness.
Manage relationships with clients and other stakeholders to ensure smooth research project execution.
Publish research findings in the form of reports, articles, or presentations on various platforms.
Collaborate with the research team to produce innovative and impactful research."
Analyst Programmer (System Analyst);PT Solusi Pembayaran Elektronik;Tangerang, Banten;Rp 9.000.000 – Rp 13.500.000 per month;Full time;0;https://www.jobstreet.co.id/id/job/85246745?type=standard&ref=search-standalone&origin=jobCard#sol=e015a056e279ece71298dbf3262b5e9ccc44baa2;"Job Desciption:
Memiliki pengalaman sebagai Sistem Analis selama 3-5 tahun dan menguasai Software Engineer selama 2-3 Tahun
Mengumpulkan dan menyempurnakan persyaratan secara independen untuk memenuhi kebutuhan bisnis, memastikan keselarasan pemangku kepentingan di seluruh siklus hidup proyek 
Mengembangkan desain sistem, memenuhi semua persyaratan yang dikumpulkan untuk memenuhi semua tujuan atribut kualitas dan atau peta jalan produk teknis. 
Menetapkan kerangka kerja yang komprehensif dengan mendefinisikan dan mempertahankan atribut kualitas, melakukan perencanaan kapasitas, dan menetapkan batasan sistem untuk mengoptimalkan sumber daya dan memastikan semua hasil proyek memenuhi tolok ukur dan melampaui harapan pemangku kepentingan. 
Mengembangkan dan memelihara Catatan Keputusan Arsitektur (ADR) untuk memandu dan mendokumentasikan keputusan teknis utama. 
Melakukan Analisis Akar Penyebab (RCAD) untuk mengidentifikasi masalah sistem, menerapkan solusi praktik terbaik, dan mendokumentasikan pelajaran yang dipetik. 
Berkolaborasi dengan tim lain untuk memanfaatkan tren yang muncul dan praktik terbaik untuk menjunjung tinggi standar kualitas dalam implementasi sistem. 
Requirements:
Memahami konsep dan arsitektur Microservices.
Memahami konsep manajemen Database SQL (MySQL, PostgreSQL) termasuk replikasi dan data partitioning.
Memahami struktur database fundamental (MySQL dan MongoDB) serta fungsi tipe data.
Mampu membuat dokumentasi teknis berupa TSD
Mampu membuat spesifikasi Restful API berdasarkan sistem berjalan serta mentransformasikan kebutuhan bisnis menjadi dokumentasi API.
Mampu menyusun response code Restful API yang memenuhi kebutuhan kondisi sistem.
Memahami konsep dan konfigurasi Database SQL (MySQL, PostgreSQL) serta Database NoSQL (MongoDB) dengan pengaturan setting sesuai kebutuhan produk/bisnis.
Memahami penggunaan AMQP (RabbitMQ) untuk message broker.
Mampu membuat dokumentasi Open API untuk pengembangan dan mocking API (format JSON/YAML).
Memiliki dasar penggunaan Docker untuk containerisasi"
Data Analyst & AI Automation Wizard;Investland Bali Properties;Bali;Rp 6.000.000 – Rp 9.000.000 per month;Full time;22;https://www.jobstreet.co.id/id/job/84762976?type=standard&ref=search-standalone&origin=jobCard#sol=2ac5bc784d301330bc0834e6263b64476913abf6;"Are you obsessed with numbers, patterns, and turning raw data into insights? We’re looking for a data-obsessed analytical thinker to help us build the most transparent, fact-driven real estate platform in Bali. Your mission: start by organizing and automating our monthly stats (tourism, property prices, investment, etc.), then help us scale to advanced analytics, smart automations, and deep data insights as we grow.
What You’ll Do
    Collect and organize key monthly stats (tourism, property, listings, investment) from internal and external sources
    Maintain and improve our reporting Google Sheets
    Help automate data collection using tools like Make.com, Zapier, APIs, or web scraping
    Design dashboards, infographics, and reports for internal teams and clients
    Analyze trends, spot insights, and help shape our monthly newsletters and investor updates
    As you grow: Own advanced analytics, reporting automations, and deep-dive market research projects
What We’re Looking For
    You love working with numbers and making sense of raw data
    Are up to date with newest AI possibilities and eager to learn
    Proficient with Google Sheets/Excel; bonus points for Notion, BI tools, or database software
    Strong analytical and problem-solving skills
    Ability to communicate insights simply—charts, visuals, and clear reports
    English and Indonesian (or other language) skills are a plus
    Self-driven, reliable, and detail-oriented—you enjoy building new systems and making things better!
Nice to Have (But Not Required)
    Experience in real estate, tourism, or finance
    SQL, Python, or other data tools
    Familiarity with Looker Studio (Google Data Studio), PowerBI, Tableau, or similar tools
    Previous work with APIs or web scraping
What We Offer
 
Ownership
: Opportunity to build something new from the ground up—own your processes
 
Growth
: Start with reporting, scale into data science/automation as we grow
 
Impact
: Work directly with founders and senior management
 
Flexibility
: Work from our Bali HQ or remotely
 
Benefits
: Competitive salary, learning budget, and travel opportunities
Ready to join Bali’s most innovative real estate team?
Apply here and write a Cover Letter why you would be THE BEST FIT for our company.
Let’s build something exceptional—together."
Data Analyst;WINOD RITEL INDONESIA;Karang Tengah, Banten;Rp 4.500.000 – Rp 5.500.000 per month;Full time;6;https://www.jobstreet.co.id/id/job/85109636?type=standard&ref=search-standalone&origin=jobCard#sol=84270827702015af08d12c68b3bc465e2f0a3403;"Gambaran Umum Pekerjaan :
Memahami dengan baik sistem database produk-produk perusahaan.
Memelihara sistem database perusahaan.
Berkolaborasi dengan Head Store untuk memperoleh data yang dibutuhkan perusahaan.
Mengatur data yang diperoleh untuk dikelola sesuai jenis datanya.
Mempresentasikan data yang telah diproses dalam sebuah rapat untuk dijelaskan kepada seluruh tim tentang data yang ada sehingga bisa digunakan sesuai kebutuhan
Merancang dan mengimplementasikan database, sistem pengumpulan data, analisis data, dan strategi lainnya dengan tujuan meningkatkan efisiensi dan kualitas statistik. 
Menganalisis, mengevaluasi, dan memahami tren atau pola dalam kumpulan data yang kompleks
Melakukan kerjasama dengan manajemen dalam menetapkan prioritas kebutuhan bisnis dan informasi.
Kualifikasi :
Usia maks.35 Tahun
Berpengalaman sebagai Data Analyst min. 1 tahun (Industri Retail lebih disukai)
Pendidikan D3/D4/S1 Jurusan Bisnis, Keuangan, atau lainnya yang sesuai
Menguasai rumus Microsoft Excel (wajib)
Memiliki skill problem-solving
Responsif dan komunikatif
Teliti dan rapi
Dapat berbahasa Indonesia dengan fasih
Bertanggungjawab, jujur, dan disiplin
Mampu bekerja dibawah tekanan
Memiliki kemampuan dan keterampilan analitis yang kuat dalam mempelajari fungsi bisnis dengan kemampuan untuk mengumpulkan, mengatur, menganalisis, mengevaluasi kebutuhan bisnis, dan menyebarkan informasi memperhatikan detail dan akurasi."
Data Analyst;PT Propan Raya Industrial Coating Chemicals;Tangerang, Banten;N/A;Full time;6;https://www.jobstreet.co.id/id/job/85102118?type=standard&ref=search-standalone&origin=jobCard#sol=f426e31e0d378cb09e763d26b05d699120c15d03;"Job Description:
Menganalisis data untuk mengidentifikasi tren, korelasi, dan insight bisnis
Mengembangkan laporan, visualisasi data, dan dashboard interaktif
Memberikan rekomendasi berbasis data kepada stakeholder terkait
Berkolaborasi dengan tim lintas fungsi untuk memahami kebutuhan analitik
Requirements:
Lulusan S1 Statistika, Matematika, atau Akuntansi
Menguasai Microsoft Excel secara mendalam (termasuk fungsi lanjutan dan analisis data)
Kemampuan komunikasi dan kolaborasi yang solid
Adaptif dalam kerja individu maupun tim
Pengalaman 1–2 tahun sebagai Data Analyst dengan pemahaman analitik yang kuat"
Inventory Data Analyst;CV.DINAMIKA ARTHA PERSADA;Medan, Sumatera Utara;Rp 5.000.000 – Rp 7.000.000 per month;Full time;7;https://www.jobstreet.co.id/id/job/85092389?type=standard&ref=search-standalone&origin=jobCard#sol=6789a1c3620979dce139ec3c3e6b72044bcb2dde;"Persyaratan :
Pendidikan Minimal S1 Jurusan Statistika, Matematika, Fisika, Teknik Informatika atau bidang terkait.
Pengalaman minimal 2 tahun di bidang Data Analyst / Data Administrator.
Diutamakan kandidat yang memiliki pengalaman di bidang Inventory atau Supply Chain.
Mahir menggunakan Microsoft Excel, khususnya dalam pengolahan data dalam jumlah besar.
Mampu memvisualisasi data dengan tools Power Bi / Tableau (menjadi nilai tambah).
Berdomisili dan penempatan di Kota Medan.
Bersedia dilakukan background checking.
Tugas dan Tanggung Jawab :
Menganalisa kebutuhan inventory di setiap cabang dan memberikan rekomendasi pemesanan barang yang optimal.
Menyediakan laporan kepada cabang terkait barang yang slow moving, mendekati kedaluwarsa (expired), atau mengalami kelebihan stok (overstock) untuk ditindaklanjuti.
Memantau pergerakan barang antar gudang dan cabang, serta melaporkan setiap ketidaksesuaian yang ditemukan."
DATA ANALYST STAFF;PT Industri Jamu Dan Farmasi Sido Muncul, Tbk;Cilandak, Jakarta Raya;N/A;Full time;27;https://www.jobstreet.co.id/id/job/84634647?type=standard&ref=search-standalone&origin=jobCard#sol=0593050a48b5a686bc9a9434fe642bd73e1b669d;"DATA ANALYST STAFF
 
Kualifikasi :
Minimal lulusan S1 atau sederajat Statistika, Matematika, IT atau yang setara
Memiliki pengalaman min. 2 tahun (pernah bekerja di Perusahaan FMCG menjadi nilai plus)
Memiliki pengalaman atau spesialisasi dalam sistem / database dan administrasi
Memiliki keterampilan Ms. Office (terutama Excel dan menguasai VBA lebih disukai)
Proaktif dan mampu bekerja secara individu maupun dalam tim
Berpikir kritis dan analitis
Memiliki kemampuan komunikasi dan presentasi yang baik
Hari Kerja Senin - Sabtu
 
Tanggung jawab kerja:
Melakukan analisa dari data marketing campaign
Mengelola data penjualan sebagai dasar penentuan keputusan
Membuat laporan penjualan untuk dilaporkan secara periodik 
Membuat dan memperbarui laporan kegiatan marketing terkini
Berkoordinasi dengan pihak-pihak terkait mengenai pengolahan dan penggunaan data
Memonitor laporan secara berkala"
Senior Data Analytics;PT Adecco Personnel Indonesia;Jakarta Raya;N/A;Full time;7;https://www.jobstreet.co.id/id/job/85093632?type=standard&ref=search-standalone&origin=jobCard#sol=b5d406b3076a9f9bcdb2e6bab94479eed9f72c9b;"Senior Data Analytics - Banking Company. 
Working Location : Jakarta - Head Office. 
We are looking for a seasoned Senior Data Analyst or Data Scientist with proven experience in the lending domain, particularly in analyzing various lending products such as personal loans, credit cards, BNPL, or SME financing. The ideal candidate should have some understanding of the lending lifecycle, with hands-on experience in areas such as credit risk assessment, loan performance analysis, underwriting strategies, collections optimization or any related project.
In addition, the candidate should be proficient in delivering insights across the full spectrum of analytics:
- Descriptive
- Diagnostic
- Predictive
- Prescriptive"
Data Support (Medan);PT Depoguna Bangunan Online;Medan, Sumatera Utara;N/A;Full time;18;https://www.jobstreet.co.id/id/job/84867517?type=standard&ref=search-standalone&origin=jobCard#sol=af7858ada77f52c10fa18aeb64497bd729431d5c;"Kualifikasi:
Berpengalaman min. 2 th di bidang Project support, terbiasa memahami proses yang berjalan.
Berpengalaman melakukan support pelaksanaan project mulai dari data setting, mapping data, pengecekan integrasi data ke system sampai dengan sosialisasi event terlaksana.
Berpengalaman dalam menangani masalah dan perubahan-perubahan yang terkait dengan aktivitasnya secara tepat sehingga isu-isu yang ada tersebut dapat terselesaikan.
Berpengalaman dalam melakukan monitoring terhadap fitur/proses yang berjalan pada project.
Terbiasa dalam menyediakan laporan-laporan terkait yang dibutuhkan oleh manajemen."
SOC Analyst Level 2;PT Sigma Cipta Utama;Jakarta Raya;N/A;Full time;0;https://www.jobstreet.co.id/id/job/85246618?type=standard&ref=search-standalone&origin=jobCard#sol=fea70d688595bcc9728d75a2d8535bc52b95db49;Melakukan analisis lanjutan terhadap insiden yang diekskalasi oleh Security Analyst Level 1. Validasi dan mitigasi insiden. Melakukan koordinasi dengan Security Analyst Level 3 atau Incident Response Team jika diperlukan. Secara proaktif mencari ancaman yang belum terdeteksi oleh sistem otomatis. Menganalisis pola perilaku mencurigakan di dalam jaringan dan end-point. Menganalisis aset TI (end-point dan perangkat TI lainnya) untuk menemukan adanya kerentanan atau ancaman berdasarkan database threat seperti CVE, CTI. Bekerja sama dengan tim security analyst untuk meningkatkan kemampuan deteksi SOC.
